Timestamp,Gender,Age,Education,Occupation ,1. From when you started using smartphone?, 2. Which of the following social media website do you currently have an account with?,3. How often do you check-in to your social media accounts in any given week?,4. What is your go-to device to access your social media feed?,5. How often do you use the chat app on your social media accounts?,6. On an average how much time do you spend on social media?,7. What is your purpose of using social media website?,8. When do you access social media websites?,9.  Do you check your social media account before going to bed?,10. How does social media affect your physical and mental health?,11. How often do you face health issues?,12. Do you want to share your opinion about social media addiction?
6/21/2021 13:40:42,Male,16 to 20,10th,Student,10 to 20 AgeGroup,"Facebook, WhatsApp, Instagram, Zoom/Google Meet etc., Telegram",Daily,"Mobile, Laptop",Every 3-4 hours,Less than 30 mins,"To make friends, Studying","During my free time, During social occasions",No,"Anxiety, Eye Related Issues, Mood swings",Once a month,No
6/21/2021 13:45:44,Female,20 to 30,U.G,Student,20 to 30 AgeGroup,"Facebook, WhatsApp, Instagram, LinkedIn, Zoom/Google Meet etc., Telegram",Daily,Mobile,Every day,3-4 hours,"To make friends, Event planning, To find employment, Online Gaming, Studying",During my free time,Yes,Headache,Once a week,No
6/21/2021 13:54:42,Female,20 to 30,Graduate,Employee,10 to 20 AgeGroup,"Facebook, Twitter, WhatsApp, Instagram, Telegram",Daily,"Mobile, Laptop, Desktop",Every day,An hour,"To make friends, To socialize casually, To find a suitable date, To promote products/services, Event planning, To find employment, Online Gaming, Studying",During my free time,No,"Headache, Eye Related Issues",Once a month,No
6/21/2021 14:08:38,Female,16 to 20,Graduate,Student,10 to 20 AgeGroup,"WhatsApp, Instagram, LinkedIn, Zoom/Google Meet etc., Telegram",Daily,"Mobile, Laptop",Every 3-4 hours,1-2 hours,"To socialize casually, To promote products/services, Event planning, To find employment, Online Gaming, Studying","While at school/university/work, During social occasions",Yes,"Headache, Depression, Eye Related Issues, Mood swings",Twice a week,No
6/21/2021 14:12:22,Female,20 to 30,U.G,Student,20 to 30 AgeGroup,"Facebook, WhatsApp, Instagram",Every two days,Mobile,Every hour,1-2 hours,To make friends,During my free time,Yes,Back Pain,Thrice a month,No
6/21/2021 14:32:34,Male,20 to 30,Graduate,Employee,20 to 30 AgeGroup,"Facebook, Twitter, WhatsApp, Instagram, LinkedIn, Zoom/Google Meet etc., Telegram",Daily,Mobile,Every day,Less than 30 mins,"To socialize casually, Studying",During my free time,No,"Headache, Mood swings",Thrice a month,No
6/21/2021 14:43:33,Male,Below 16,School,Student,10 to 20 AgeGroup,"WhatsApp, Instagram, Zoom/Google Meet etc., YouTube",Daily,"Mobile, Laptop",Not at all,1-2 hours,"To socialize casually, Online Gaming, Entertainment","During my free time, During meal times",Yes,Back Pain,Once a week,No
6/21/2021 15:23:46,Female,20 to 30,Graduate,Student,10 to 20 AgeGroup,"Facebook, Twitter, WhatsApp, Instagram, LinkedIn, Zoom/Google Meet etc., Telegram, Netflix",Daily,"Laptop, Desktop",Every 3-4 hours,An hour,"To socialize casually, To find employment, Studying",During my free time,Yes,"Back Pain, Headache, Eye Related Issues",Twice a week,No
6/21/2021 15:28:57,Male,20 to 30,U.G,Student,10 to 20 AgeGroup,"Facebook, Twitter, WhatsApp, Instagram, Netflix",Every hour,Mobile,Every hour,An hour,"To socialize casually, To find employment, Online Gaming","During social occasions, During meal times",Yes,"Back Pain, Headache, Depression, Anxiety, Eye Related Issues, Mood swings",Everyday,Addiction is bad 
6/21/2021 15:39:07,Female,16 to 20,11th,Student,10 to 20 AgeGroup,"WhatsApp, Instagram, Zoom/Google Meet etc., Telegram",Daily,Mobile,Every 3-4 hours,An hour,"To make friends, Studying",During my free time,Yes,"Headache, Eye Related Issues",Once a month,No
6/21/2021 16:22:54,Female,30 to 50,P.G,Housewife,30 to 50 AgeGroup,"WhatsApp, Zoom/Google Meet etc.",Daily,Mobile,Every 3-4 hours,An hour,"To socialize casually, Studying",During my free time,Yes,Eye Related Issues,Once a month,No
6/21/2021 16:23:54,Male,20 to 30,Graduate,Employee,20 to 30 AgeGroup,WhatsApp,Daily,Mobile,Every day,1-2 hours,Studying,During my free time,No,"Headache, Depression, Anxiety, Mood swings",Once a week,No
6/21/2021 17:37:22,Female,20 to 30,U.G,Student,10 to 20 AgeGroup,"Facebook, Twitter, WhatsApp, Instagram, LinkedIn, Zoom/Google Meet etc., Telegram, Netflix",Daily,"Mobile, Laptop",Every 3-4 hours,1-2 hours,"To find employment, Passtime (instagram) &professional use(linkedin) ",During my free time,Yes,"Back Pain, Headache, Eye Related Issues, Mood swings",Once a month,Hate it or love it.. It has become an unavoidable part of my and everyone's life these days. I do agree it benefits us but in return takes the health. 
6/21/2021 17:41:27,Female,20 to 30,U.G,Student,10 to 20 AgeGroup,"Facebook, Twitter, WhatsApp, Instagram, LinkedIn, Zoom/Google Meet etc., Telegram, Netflix",Daily,"Mobile, Laptop",Every 3-4 hours,3-4 hours,"To make friends, To socialize casually, To promote products/services",During my free time,Yes,"Depression, Mood swings",Thrice a month,No
6/21/2021 17:56:35,Female,20 to 30,Graduate,Student,10 to 20 AgeGroup,"Facebook, WhatsApp, Instagram, LinkedIn, Zoom/Google Meet etc., Telegram",Daily,"Mobile, Laptop",Every day,More than 4 hours,Studying,"During my free time, While at school/university/work",Yes,"Back Pain, Eye Related Issues, Mood swings",Once a month,No
6/21/2021 18:05:46,Female,20 to 30,U.G,Housewife,20 to 30 AgeGroup,WhatsApp,Daily,Mobile,Every hour,3-4 hours,To socialize casually,During my free time,Yes,Mood swings,Once a month,No
6/21/2021 18:08:15,Female,20 to 30,P.G,Student,20 to 30 AgeGroup,"WhatsApp, Instagram, LinkedIn, Zoom/Google Meet etc., Telegram",Daily,Mobile,Every day,1-2 hours,"To make friends, To promote products/services, To find employment, Online Gaming, Studying",During my free time,Yes,"Back Pain, Headache, Eye Related Issues",Once a month,Social media is nice way to spend time but not all time
6/21/2021 18:08:59,Female,20 to 30,Graduate,Student,10 to 20 AgeGroup,"WhatsApp, Zoom/Google Meet etc., Telegram",Daily,Mobile,Every day,1-2 hours,Studying,"During my free time, While at school/university/work",No,Eye Related Issues,Once a month,No
6/21/2021 18:09:05,Female,20 to 30,P.G,Student,20 to 30 AgeGroup,"Facebook, WhatsApp, Instagram, LinkedIn, Zoom/Google Meet etc., Telegram",Every hour,Mobile,Every hour,3-4 hours,"To make friends, To socialize casually, To promote products/services, Studying",During my free time,Yes,"Headache, Depression, Eye Related Issues, Mood swings",Once a month,No
6/21/2021 18:09:22,Male,20 to 30,U.G,Student,10 to 20 AgeGroup,"Facebook, WhatsApp, Instagram, Zoom/Google Meet etc., Telegram",Every hour,Mobile,Every 3-4 hours,3-4 hours,"To make friends, To socialize casually",During my free time,Yes,"Back Pain, Headache, Depression, Eye Related Issues, Mood swings",Once a week,Yes
6/21/2021 18:09:51,Female,20 to 30,P.G,Student,10 to 20 AgeGroup,"WhatsApp, Telegram",Daily,Desktop,Every day,1-2 hours,"To socialize casually, Studying","During my free time, During meal times",Yes,"Headache, Eye Related Issues, Mood swings",Once a week,Everything has advantage and disadvantages.  But it depends on us that is how we use it.
6/21/2021 18:15:41,Female,16 to 20,Graduate,Student,20 to 30 AgeGroup,WhatsApp,Daily,Mobile,Every 5-15 minutes,Less than 30 mins,Event planning,During my free time,Yes,Back Pain,Everyday,No
6/21/2021 18:18:02,Male,20 to 30,P.G,Student,4 to 10 AgeGroup,"Facebook, Twitter, WhatsApp, Instagram, LinkedIn, Zoom/Google Meet etc., Telegram, Netflix, Wechat",Once a week,"Mobile, Laptop",Not at all,Less than 30 mins,"To make friends, To socialize casually, To find a suitable date, Event planning, Studying",During meal times,Yes,"Back Pain, Headache, Mood swings",Everyday,No
6/21/2021 18:49:45,Female,20 to 30,P.G,Student,10 to 20 AgeGroup,"Facebook, Twitter, WhatsApp, Instagram, LinkedIn, Zoom/Google Meet etc., Telegram, Netflix",Daily,"Mobile, Laptop",Every hour,More than 4 hours,Time pass,During my free time,Yes,"Headache, Anxiety, Mood swings",Once a month,No
6/21/2021 19:21:28,Female,20 to 30,P.G,Student,10 to 20 AgeGroup,"WhatsApp, Zoom/Google Meet etc.",Daily,Mobile,Every hour,3-4 hours,"To socialize casually, Studying","During my free time, While at school/university/work",Yes,Eye Related Issues,Thrice a month,No
6/21/2021 19:40:03,Female,20 to 30,P.G,Student,10 to 20 AgeGroup,"Facebook, Twitter, WhatsApp, Instagram, LinkedIn, Zoom/Google Meet etc., Telegram",Daily,Mobile,Every 5-15 minutes,More than 4 hours,To make friends,During my free time,Yes,"Back Pain, Headache, Depression, Anxiety, Eye Related Issues, Mood swings",Everyday,No
6/21/2021 20:13:45,Female,20 to 30,P.G,Student,20 to 30 AgeGroup,"Facebook, WhatsApp, Instagram, Zoom/Google Meet etc., Telegram",Daily,Mobile,Every 3-4 hours,1-2 hours,"To make friends, To socialize casually, To find employment, Online Gaming, Studying",During my free time,Yes,"Eye Related Issues, Mood swings",Once a week,No
6/21/2021 21:44:59,Female,20 to 30,P.G,Student,20 to 30 AgeGroup,"WhatsApp, Zoom/Google Meet etc., Telegram",Daily,Mobile,Every 5-15 minutes,Less than 30 mins,Studying,While at school/university/work,Yes,Eye Related Issues,Everyday,Yes
6/21/2021 23:15:08,Male,20 to 30,Graduate,Student,10 to 20 AgeGroup,"Facebook, Twitter, WhatsApp, Instagram, LinkedIn, Zoom/Google Meet etc., Telegram",Daily,Mobile,Every day,1-2 hours,"Event planning, Studying",During my free time,Yes,Headache,Thrice a month,No
6/22/2021 0:01:54,Male,20 to 30,Graduate,Employee,20 to 30 AgeGroup,"Facebook, WhatsApp, Instagram, LinkedIn, Telegram",Daily,Mobile,Every hour,3-4 hours,"To make friends, Online Gaming","During my free time, While at school/university/work",Yes,"Back Pain, Eye Related Issues, Mood swings",Twice a week,No
6/22/2021 10:08:15,Female,20 to 30,U.G,Student,10 to 20 AgeGroup,"Facebook, WhatsApp, Instagram, LinkedIn, Zoom/Google Meet etc., Telegram",Daily,Mobile,Every day,1-2 hours,To socialize casually,During my free time,Yes,"Headache, Eye Related Issues",Once a week,Yes
6/22/2021 14:20:50,Male,20 to 30,P.G,Student,10 to 20 AgeGroup,"Facebook, Twitter, WhatsApp, Instagram, Zoom/Google Meet etc., Telegram, Netflix",Daily,"Mobile, Laptop",Every 3-4 hours,1-2 hours,"To socialize casually, To find a suitable date","During my free time, During social occasions",Yes,Mood swings,Once a month,No
6/22/2021 20:35:07,Male,20 to 30,P.G,Employee,20 to 30 AgeGroup,WhatsApp,Daily,Mobile,Every day,Less than 30 mins,To find employment,During my free time,No,Eye Related Issues,Thrice a month,No
6/22/2021 22:00:52,Female,20 to 30,Student,Student,20 to 30 AgeGroup,WhatsApp,Every other day,Mobile,Every day,More than 4 hours,To socialize casually,During my free time,Yes,Mood swings,Once a month,No
6/23/2021 9:53:14,Male,20 to 30,Graduate,Student,20 to 30 AgeGroup,"WhatsApp, Instagram, LinkedIn",Every two days,Mobile,Every 5-15 minutes,1-2 hours,"To socialize casually, To promote products/services, To find employment, Studying","During my free time, During social occasions, During meal times",Yes,"Depression, Anxiety",Thrice a month,No
6/23/2021 9:55:19,Female,20 to 30,P.G,Student,20 to 30 AgeGroup,"WhatsApp, Instagram, LinkedIn, Zoom/Google Meet etc., Telegram",Daily,"Mobile, Laptop",Every 3-4 hours,1-2 hours,"To socialize casually, To find employment, Studying",During my free time,Yes,"Eye Related Issues, Mood swings",Once a month,No
6/23/2021 9:55:24,Male,20 to 30,Graduate,Student,20 to 30 AgeGroup,"Facebook, Twitter, WhatsApp, Instagram, LinkedIn, Telegram",Every hour,"Mobile, Laptop",Every hour,3-4 hours,"To socialize casually, To find employment, Studying",During my free time,Yes,"Headache, Mood swings",Once a week,No
6/23/2021 9:55:52,Female,20 to 30,P.G,Student,20 to 30 AgeGroup,"Facebook, WhatsApp, Instagram, LinkedIn, Zoom/Google Meet etc., Telegram",Daily,"Mobile, Laptop",Every 3-4 hours,3-4 hours,"To make friends, To socialize casually, Event planning, To find employment, Studying","During my free time, While at school/university/work, During social occasions",Yes,"Headache, Eye Related Issues, Mood swings",Twice a week,Now a days due to pandamic situation so many people addict to social median 
6/23/2021 10:00:23,Male,20 to 30,Graduate,Student,10 to 20 AgeGroup,"Twitter, WhatsApp, Instagram, LinkedIn, Zoom/Google Meet etc.",Daily,"Mobile, Laptop",Every 3-4 hours,1-2 hours,"To socialize casually, To find employment, Studying",During my free time,No,Eye Related Issues,Once a month,No
6/23/2021 10:04:37,Female,20 to 30,P.G,Student,20 to 30 AgeGroup,"Facebook, WhatsApp, Instagram, LinkedIn, Zoom/Google Meet etc., Telegram",Daily,Mobile,Every day,An hour,"To make friends, To socialize casually, Studying",During my free time,No,"Back Pain, Headache",Once a month,"Sure, in current life its important to use a social media and it's also helpful for us actually.But at some point it's necessary to put limitations for the excess use of social media.Beacause  its benifitial for our health."
6/23/2021 10:18:06,Female,20 to 30,U.G,Student,10 to 20 AgeGroup,"WhatsApp, Instagram, LinkedIn, Zoom/Google Meet etc., Telegram",Daily,"Mobile, Laptop",Every hour,An hour,"To socialize casually, To promote products/services, Studying","During my free time, During social occasions",Yes,Eye Related Issues,Everyday,No
6/23/2021 10:57:26,Male,20 to 30,Graduate,Student,10 to 20 AgeGroup,"Facebook, Twitter, WhatsApp, Instagram, LinkedIn, Zoom/Google Meet etc., Telegram, Netflix",Daily,Mobile,Every hour,1-2 hours,"To socialize casually, To find employment, Online Gaming, Studying","During my free time, During meal times",Yes,Mood swings,Once a month,No
6/23/2021 11:06:37,Female,20 to 30,P.G,Student,10 to 20 AgeGroup,"Facebook, Twitter, WhatsApp, Instagram, LinkedIn, Zoom/Google Meet etc., Telegram, Netflix",Daily,"Mobile, Laptop",Every 5-15 minutes,Less than 30 mins,To socialize casually,During my free time,Yes,Eye Related Issues,Everyday,No
6/23/2021 13:00:44,Female,20 to 30,Graduate,Student,10 to 20 AgeGroup,"Facebook, Twitter, WhatsApp, Instagram, LinkedIn, Zoom/Google Meet etc., Telegram",Daily,"Mobile, Laptop",Every day,Less than 30 mins,"To socialize casually, To find employment, Studying",During my free time,Yes,Mood swings,Once a week,No
6/23/2021 15:10:27,Female,20 to 30,Graduate,Housewife,10 to 20 AgeGroup,"Facebook, WhatsApp, Zoom/Google Meet etc.",Every other day,Mobile,Every day,1-2 hours,"To make friends, Event planning, Studying",During my free time,Yes,"Back Pain, Eye Related Issues, Mood swings",Everyday,No
6/24/2021 0:49:42,Male,20 to 30,U.G,Student,10 to 20 AgeGroup,"Twitter, WhatsApp, Instagram, Zoom/Google Meet etc., Telegram",Daily,"Mobile, Tablet",Every 3-4 hours,1-2 hours,"To make friends, To socialize casually, To find a suitable date, Studying","During my free time, While at school/university/work, During social occasions, During meal times",No,"Back Pain, Eye Related Issues",Thrice a month,No
6/24/2021 10:07:20,Male,50 above,P.G,Entrepreneur,30 to 50 AgeGroup,"Facebook, WhatsApp, Instagram, Telegram",Daily,Mobile,Every 3-4 hours,An hour,"To socialize casually, To promote products/services",During my free time,Yes,Headache,Once a month,No
6/24/2021 23:27:16,Male,20 to 30,U.G,Student,10 to 20 AgeGroup,"WhatsApp, Instagram, LinkedIn, Zoom/Google Meet etc., Telegram",Daily,Mobile,Every 3-4 hours,1-2 hours,"To socialize casually, Studying","During my free time, During social occasions",Yes,"Back Pain, Headache, Eye Related Issues",Once a week,No
6/26/2021 20:16:17,Male,20 to 30,U.G,Student,20 to 30 AgeGroup,"Facebook, WhatsApp, Instagram",Every other day,Mobile,Every 3-4 hours,1-2 hours,To make friends,While at school/university/work,Yes,Headache,Thrice a month,No
6/28/2021 13:45:21,Female,20 to 30,Graduate,Employee,10 to 20 AgeGroup,"WhatsApp, Instagram, Telegram",Every hour,Mobile,Not at all,3-4 hours,"To socialize casually, To find a suitable date",During my free time,Yes,Mood swings,Once a month,No
6/28/2021 13:52:10,Male,20 to 30,P.G,Employee,10 to 20 AgeGroup,"Facebook, Twitter, WhatsApp, Instagram, LinkedIn, Zoom/Google Meet etc., Telegram",Every hour,Mobile,Every 3-4 hours,1-2 hours,"To socialize casually, Studying",During my free time,Yes,Eye Related Issues,Once a week,No
6/28/2021 13:53:08,Male,20 to 30,Graduate,Student,10 to 20 AgeGroup,"Facebook, WhatsApp, Instagram, LinkedIn, Zoom/Google Meet etc., Telegram",Daily,"Mobile, Laptop",Every 5-15 minutes,More than 4 hours,"To make friends, To socialize casually, To promote products/services, To find employment, Online Gaming, Studying","During my free time, While at school/university/work, During social occasions, During meal times",Yes,"Back Pain, Headache, Depression, Eye Related Issues, Mood swings",Everyday,No
6/28/2021 13:56:24,Female,20 to 30,Graduate,Housewife,10 to 20 AgeGroup,"Facebook, WhatsApp, Instagram, Telegram",Daily,Mobile,Every day,3-4 hours,To socialize casually,During my free time,Yes,Headache,Once a month,No
6/28/2021 13:58:08,Male,20 to 30,P.G,Employee,20 to 30 AgeGroup,"Twitter, WhatsApp, Instagram, LinkedIn, Zoom/Google Meet etc., Telegram",Daily,"Mobile, Laptop",Every hour,3-4 hours,"To make friends, To socialize casually",During my free time,Yes,"Headache, Depression, Eye Related Issues, Mood swings",Once a month,No
6/28/2021 14:01:25,Female,20 to 30,P.G,Student,20 to 30 AgeGroup,WhatsApp,Daily,Mobile,Every hour,An hour,Studying,During my free time,Yes,Eye Related Issues,Thrice a month,No
6/28/2021 14:02:43,Male,20 to 30,Graduate,Service,20 to 30 AgeGroup,"Facebook, WhatsApp, Instagram, Telegram",Daily,Mobile,Every 5-15 minutes,1-2 hours,"To make friends, Online Gaming",During my free time,Yes,Mood swings,Once a month,No
6/28/2021 15:13:27,Female,20 to 30,P.G,Student,20 to 30 AgeGroup,"WhatsApp, Zoom/Google Meet etc., Telegram",Daily,Mobile,Every 3-4 hours,1-2 hours,"To make friends, To socialize casually, Studying",While at school/university/work,Yes,Mood swings,Once a month,No
6/28/2021 16:26:13,Female,30 to 50,P.G,Service,30 to 50 AgeGroup,"Facebook, WhatsApp, Zoom/Google Meet etc.",Daily,Mobile,Every day,An hour,To promote products/services,During my free time,Yes,Headache,Once a month,No
6/28/2021 16:45:36,Female,20 to 30,Graduate,Entrepreneur,20 to 30 AgeGroup,"Facebook, WhatsApp, Instagram",Daily,Mobile,Every day,An hour,Timepass,During my free time,No,Eye Related Issues,Once a month,No
6/28/2021 16:53:06,Female,20 to 30,MBA 1st yr,Housewife,20 to 30 AgeGroup,"Facebook, WhatsApp, Instagram",Daily,Mobile,Every hour,An hour,To make friends,During my free time,Yes,Eye Related Issues,Once a month,No
6/28/2021 16:58:12,Male,20 to 30,P.G,Student,10 to 20 AgeGroup,"Facebook, WhatsApp, Instagram, LinkedIn, Zoom/Google Meet etc., Telegram, Netflix",Daily,"Mobile, Laptop",Every hour,3-4 hours,"To make friends, To socialize casually, Online Gaming, Studying","During my free time, While at school/university/work, During meal times",Yes,Mood swings,Once a week,No
6/28/2021 16:59:19,Female,20 to 30,Graduate,Employee,10 to 20 AgeGroup,"WhatsApp, Instagram, Zoom/Google Meet etc.",Daily,Mobile,Every 3-4 hours,1-2 hours,To socialize casually,During my free time,Yes,Back Pain,Twice a week,No
6/28/2021 17:00:37,Female,20 to 30,Graduate,Student,10 to 20 AgeGroup,"Facebook, WhatsApp, Instagram, LinkedIn, Zoom/Google Meet etc., Telegram",Daily,"Mobile, Laptop",Every 3-4 hours,Less than 30 mins,"To make friends, To promote products/services, Event planning, To find employment, Studying",During my free time,No,Headache,Once a month,No
6/28/2021 17:01:38,Male,20 to 30,P.G,Student,20 to 30 AgeGroup,"WhatsApp, Instagram, LinkedIn, Zoom/Google Meet etc., Telegram",Daily,"Mobile, Laptop",Every day,3-4 hours,"To find employment, Studying",During my free time,Yes,"Back Pain, Mood swings",Once a week,social media is good for learn new technology as well as bad for addiction of unwanted things . 
6/28/2021 17:04:05,Male,20 to 30,Graduate,Student,10 to 20 AgeGroup,"WhatsApp, Instagram",Daily,Mobile,Every 3-4 hours,1-2 hours,To make friends,During my free time,Yes,Mood swings,Once a month,No
6/28/2021 17:14:22,Male,20 to 30,Dmlt,Student,20 to 30 AgeGroup,WhatsApp,Daily,Mobile,Every hour,More than 4 hours,To make friends,During my free time,No,Back Pain,Once a week,No
6/28/2021 18:00:22,Female,20 to 30,U.G,Student,10 to 20 AgeGroup,"WhatsApp, LinkedIn, Zoom/Google Meet etc., Telegram",Once a week,Mobile,Every 3-4 hours,3-4 hours,"To find employment, Studying",During my free time,No,"Back Pain, Headache, Depression, Anxiety, Eye Related Issues, Mood swings",Twice a week,No
6/28/2021 18:11:41,Female,20 to 30,U.G,Student,20 to 30 AgeGroup,"Facebook, WhatsApp, Instagram, LinkedIn, Zoom/Google Meet etc.",Daily,Mobile,Every hour,3-4 hours,Studying,"During my free time, During social occasions",Yes,"Headache, Eye Related Issues",Twice a week,No
6/28/2021 18:12:43,Female,20 to 30,U.G,Housewife,20 to 30 AgeGroup,"Facebook, WhatsApp, Instagram",Every other day,Mobile,Every 3-4 hours,3-4 hours,To find employment,During my free time,Yes,"Back Pain, Headache, Eye Related Issues",Once a month,No
6/28/2021 18:26:13,Female,20 to 30,U.G,Student,20 to 30 AgeGroup,"WhatsApp, Instagram, LinkedIn, Zoom/Google Meet etc., Telegram",Daily,Mobile,Every day,1-2 hours,"To socialize casually, Studying",During my free time,Yes,Back Pain,Once a month,It is increasing day by day in students as well as for those who use smartphone daily
6/28/2021 18:32:22,Female,20 to 30,U.G,Student,10 to 20 AgeGroup,WhatsApp,Daily,Mobile,Every day,1-2 hours,To socialize casually,During my free time,Yes,"Back Pain, Eye Related Issues",Twice a week,No
6/28/2021 18:52:17,Male,16 to 20,10th,Student,10 to 20 AgeGroup,"Facebook, WhatsApp, Instagram, Zoom/Google Meet etc., Telegram",Daily,"Mobile, Laptop",Every 3-4 hours,Less than 30 mins,"To make friends, Studying","During my free time, During social occasions",No,"Back Pain, Mood swings",Once a month,No
6/28/2021 19:40:57,Male,20 to 30,U.G,Student,20 to 30 AgeGroup,"Facebook, WhatsApp, Instagram, Zoom/Google Meet etc., Telegram",Every two days,Mobile,Every day,Less than 30 mins,"To make friends, Studying",During my free time,Yes,Mood swings,Once a month,No
6/28/2021 20:48:58,Female,20 to 30,U.G,Housewife,10 to 20 AgeGroup,"Facebook, WhatsApp, Instagram, LinkedIn, Telegram",Daily,"Mobile, Laptop",Every day,1-2 hours,"To find a suitable date, To find employment",During my free time,Yes,Mood swings,Thrice a month,No
6/28/2021 21:09:02,Female,20 to 30,P.G,Service,20 to 30 AgeGroup,"Facebook, WhatsApp, Zoom/Google Meet etc.",Daily,Mobile,Every hour,3-4 hours,"To socialize casually, Studying","While at school/university/work, During social occasions",Yes,"Back Pain, Headache, Depression, Mood swings",Once a week,No
6/28/2021 21:51:18,Male,20 to 30,P.G,Lecturer,20 to 30 AgeGroup,"Facebook, Twitter, WhatsApp, Instagram, LinkedIn, Zoom/Google Meet etc., Telegram",Daily,Mobile,Every 3-4 hours,1-2 hours,"Daily updates , Technology",During my free time,Yes,Back Pain,Once a month,No
6/28/2021 23:12:57,Male,20 to 30,P.G,Employee,20 to 30 AgeGroup,"Facebook, Twitter, WhatsApp, Instagram, LinkedIn, Zoom/Google Meet etc., Telegram, Microsoft teams, webex",Every hour,Mobile,Every hour,More than 4 hours,"To make friends, To find employment, Studying",During my free time,Yes,Eye Related Issues,Once a month,No
6/29/2021 10:17:37,Female,20 to 30,Graduate,Entrepreneur,20 to 30 AgeGroup,"Twitter, WhatsApp, Instagram, Telegram",Daily,Mobile,Every day,An hour,"Event planning, To find employment, Studying",During my free time,Yes,"Headache, Mood swings",Once a month,No
6/29/2021 14:09:04,Female,30 to 50,P.G,Service,20 to 30 AgeGroup,"Facebook, WhatsApp, Telegram",Daily,Mobile,Every 5-15 minutes,Less than 30 mins,"To make friends, Studying",During my free time,Yes,Headache,Once a month,No
6/29/2021 21:04:03,Female,30 to 50,P.G,Service,20 to 30 AgeGroup,"Facebook, WhatsApp",Daily,Mobile,Every 3-4 hours,1-2 hours,"To make friends, Studying",During my free time,Yes,Eye Related Issues,Once a week,No
7/1/2021 9:52:57,Male,20 to 30,P.G,Employee,20 to 30 AgeGroup,"Facebook, WhatsApp, Zoom/Google Meet etc., Telegram",Daily,Mobile,Every hour,1-2 hours,"To socialize casually, Studying","During my free time, While at school/university/work",No,"Anxiety, Mood swings",Once a week,"I think a lot of dopamine we get in the start of using social media sites but after sometimes we addicted to get dopamine slowly but regularly. We all should try one day or two day without using any social media sites, to spend our lives with your friends ???? and family??. THANK YOU"
7/2/2021 13:11:50,Female,20 to 30,P.G,Student,10 to 20 AgeGroup,"WhatsApp, Instagram, Zoom/Google Meet etc., Telegram",Once a week,Mobile,Not at all,Less than 30 mins,"To make friends, To socialize casually, Event planning, Studying","During my free time, While at school/university/work",No,Eye Related Issues,Once a month,No
7/4/2021 21:29:45,Female,16 to 20,U.G,Student,10 to 20 AgeGroup,"Facebook, WhatsApp, Instagram, Telegram, Netflix, Snapchat",Every hour,Mobile,Every 5-15 minutes,3-4 hours,"To make friends, To socialize casually, To find a suitable date, Studying","During my free time, During meal times",Yes,"Eye Related Issues, Mood swings",Everyday,No
